name,rating,reviews,address,city,state,zip_code,phone
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Alimento,4.5,665,507 Columbus Ave,San Francisco,CA,94133.0,14152969463.0
Koffee Pot,4.5,112,2532 Telegraph Ave,Oakland,CA,94612.0,15104522755.0
ELEMENTAL Poke,4.5,31,,San Francisco,CA,94105.0,14157235153.0
Higher Grounds Coffee House,4.5,418,691 Chenery St,San Francisco,CA,94131.0,14155872933.0
Weaver's Coffee & Tea,4.5,103,2301 Market St,San Francisco,CA,94114.0,14154004372.0
Rustic Bakery,3.0,80,1550 Tiburon Blvd,Belvedere Tiburon,CA,94920.0,14157976123.0
Avedano's @ Maison Corbeaux,5.0,2,2901 Sacramento St,San Francisco,CA,94115.0,14158236943.0
Torraku Ramen,4.0,124,300 Deharo St,San Francisco,CA,94103.0,14159374357.0
Dobbs Ferry Restaurant,4.0,565,409 Gough St,San Francisco,CA,94102.0,14155517700.0
Dojo Dog,4.0,134,1910 Fifth St,Berkeley,CA,94710.0,15108593814.0
Hookt Mini Doughnuts,4.5,35,1379 4th St,San Francisco,CA,94158.0,14158906577.0
Churros Mexicanos,4.5,107,3340 E 12th St,Oakland,CA,94601.0,15103280782.0
El Grullo Taco Truck,4.5,51,10001 Bigge St,Oakland,CA,94603.0,15105757867.0
Seakor Polish Delicatessen,4.5,198,5957 Geary Blvd,San Francisco,CA,94121.0,14153878660.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Rolling Out,4.5,368,1722 Taraval St,San Francisco,CA,94116.0,14155136054.0
La Fromagerie,4.5,204,101 Montgomery St,San Francisco,CA,94104.0,14153496092.0
Gallery Cafe,4.0,287,1200 Mason St,San Francisco,CA,94108.0,14152969932.0
Gadani,4.0,337,139 Berkeley Sq,Berkeley,CA,94704.0,15108221888.0
Truffle Butter Poke Bar,4.0,318,1234 S El Camino Real,San Mateo,CA,94402.0,16505736425.0
Scolari's Food Truck,4.5,20,2301 Monarch St,Alameda,CA,94501.0,15105213287.0
Mai Mai Sandwich & Bakery,4.5,10,750 Clement St,San Francisco,CA,94118.0,14157026026.0
Parkside Market,4.5,82,1600 Hayes St,San Francisco,CA,94117.0,14158853483.0
Pump Espresso Bar,5.0,14,6700 Sir Francis Drake Blvd,Forest Knolls,CA,94933.0,14155782813.0
Sunshine Wheat Field Dim Sum,4.0,11,2668 San Bruno Ave,San Francisco,CA,94134.0,
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Rustic Bakery,3.0,80,1550 Tiburon Blvd,Belvedere Tiburon,CA,94920.0,14157976123.0
Avedano's @ Maison Corbeaux,5.0,2,2901 Sacramento St,San Francisco,CA,94115.0,14158236943.0
Torraku Ramen,4.0,124,300 Deharo St,San Francisco,CA,94103.0,14159374357.0
Dobbs Ferry Restaurant,4.0,565,409 Gough St,San Francisco,CA,94102.0,14155517700.0
Dojo Dog,4.0,134,1910 Fifth St,Berkeley,CA,94710.0,15108593814.0
Hookt Mini Doughnuts,4.5,35,1379 4th St,San Francisco,CA,94158.0,14158906577.0
Churros Mexicanos,4.5,107,3340 E 12th St,Oakland,CA,94601.0,15103280782.0
El Grullo Taco Truck,4.5,51,10001 Bigge St,Oakland,CA,94603.0,15105757867.0
Seakor Polish Delicatessen,4.5,198,5957 Geary Blvd,San Francisco,CA,94121.0,14153878660.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Rolling Out,4.5,368,1722 Taraval St,San Francisco,CA,94116.0,14155136054.0
La Fromagerie,4.5,204,101 Montgomery St,San Francisco,CA,94104.0,14153496092.0
Gallery Cafe,4.0,287,1200 Mason St,San Francisco,CA,94108.0,14152969932.0
Gadani,4.0,337,139 Berkeley Sq,Berkeley,CA,94704.0,15108221888.0
Truffle Butter Poke Bar,4.0,318,1234 S El Camino Real,San Mateo,CA,94402.0,16505736425.0
Scolari's Food Truck,4.5,20,2301 Monarch St,Alameda,CA,94501.0,15105213287.0
Mai Mai Sandwich & Bakery,4.5,10,750 Clement St,San Francisco,CA,94118.0,14157026026.0
Parkside Market,4.5,82,1600 Hayes St,San Francisco,CA,94117.0,14158853483.0
Pump Espresso Bar,5.0,14,6700 Sir Francis Drake Blvd,Forest Knolls,CA,94933.0,14155782813.0
Sunshine Wheat Field Dim Sum,4.0,11,2668 San Bruno Ave,San Francisco,CA,94134.0,
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Camila's Tacos,5.0,12,1601 S El Camino Real,San Mateo,CA,94402.0,16502017976.0
Noodles Fresh,4.0,403,10042 San Pablo Ave,El Cerrito,CA,94530.0,15108981710.0
Riva Cucina,4.0,466,800 Heinz Ave,Berkeley,CA,94710.0,15108417482.0
Beanstalk Cafe,4.0,813,724 Bush St,San Francisco,CA,94108.0,14155761966.0
The Dosa Brothers,4.0,296,598 Market St,San Francisco,CA,94104.0,14153436242.0
Hookt Mini Doughnuts,4.5,35,1379 4th St,San Francisco,CA,94158.0,14158906577.0
Churros Mexicanos,4.5,107,3340 E 12th St,Oakland,CA,94601.0,15103280782.0
El Grullo Taco Truck,4.5,51,10001 Bigge St,Oakland,CA,94603.0,15105757867.0
Seakor Polish Delicatessen,4.5,198,5957 Geary Blvd,San Francisco,CA,94121.0,14153878660.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Rolling Out,4.5,368,1722 Taraval St,San Francisco,CA,94116.0,14155136054.0
La Fromagerie,4.5,204,101 Montgomery St,San Francisco,CA,94104.0,14153496092.0
Gallery Cafe,4.0,287,1200 Mason St,San Francisco,CA,94108.0,14152969932.0
Gadani,4.0,337,139 Berkeley Sq,Berkeley,CA,94704.0,15108221888.0
Truffle Butter Poke Bar,4.0,318,1234 S El Camino Real,San Mateo,CA,94402.0,16505736425.0
Scolari's Food Truck,4.5,20,2301 Monarch St,Alameda,CA,94501.0,15105213287.0
Mai Mai Sandwich & Bakery,4.5,10,750 Clement St,San Francisco,CA,94118.0,14157026026.0
Parkside Market,4.5,82,1600 Hayes St,San Francisco,CA,94117.0,14158853483.0
Pump Espresso Bar,5.0,14,6700 Sir Francis Drake Blvd,Forest Knolls,CA,94933.0,14155782813.0
Sunshine Wheat Field Dim Sum,4.0,11,2668 San Bruno Ave,San Francisco,CA,94134.0,
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Camila's Tacos,5.0,12,1601 S El Camino Real,San Mateo,CA,94402.0,16502017976.0
Noodles Fresh,4.0,403,10042 San Pablo Ave,El Cerrito,CA,94530.0,15108981710.0
Riva Cucina,4.0,466,800 Heinz Ave,Berkeley,CA,94710.0,15108417482.0
Beanstalk Cafe,4.0,813,724 Bush St,San Francisco,CA,94108.0,14155761966.0
The Dosa Brothers,4.0,296,598 Market St,San Francisco,CA,94104.0,14153436242.0
The Bagel Bakery,4.0,233,151 Townsend St,San Francisco,CA,94107.0,14155430900.0
Kolkhida,4.5,59,E Charleston Rd,Mountain View,CA,94043.0,16509060991.0
Beach Monkey Organic Cafe,3.5,267,986 Linda Mar Blvd,Pacifica,CA,94044.0,16507385920.0
Cafe Pacifica,4.0,225,1821 Palmetto Ave,Pacifica,CA,94044.0,16504381808.0
The Boy's Deli,4.5,286,2222 Polk St,San Francisco,CA,94109.0,14157763099.0
Rolling Out,4.5,368,1722 Taraval St,San Francisco,CA,94116.0,14155136054.0
La Fromagerie,4.5,204,101 Montgomery St,San Francisco,CA,94104.0,14153496092.0
Gallery Cafe,4.0,287,1200 Mason St,San Francisco,CA,94108.0,14152969932.0
Gadani,4.0,337,139 Berkeley Sq,Berkeley,CA,94704.0,15108221888.0
Truffle Butter Poke Bar,4.0,318,1234 S El Camino Real,San Mateo,CA,94402.0,16505736425.0
Scolari's Food Truck,4.5,20,2301 Monarch St,Alameda,CA,94501.0,15105213287.0
Mai Mai Sandwich & Bakery,4.5,10,750 Clement St,San Francisco,CA,94118.0,14157026026.0
Parkside Market,4.5,82,1600 Hayes St,San Francisco,CA,94117.0,14158853483.0
Pump Espresso Bar,5.0,14,6700 Sir Francis Drake Blvd,Forest Knolls,CA,94933.0,14155782813.0
Sunshine Wheat Field Dim Sum,4.0,11,2668 San Bruno Ave,San Francisco,CA,94134.0,
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Camila's Tacos,5.0,12,1601 S El Camino Real,San Mateo,CA,94402.0,16502017976.0
Noodles Fresh,4.0,403,10042 San Pablo Ave,El Cerrito,CA,94530.0,15108981710.0
Riva Cucina,4.0,466,800 Heinz Ave,Berkeley,CA,94710.0,15108417482.0
Beanstalk Cafe,4.0,813,724 Bush St,San Francisco,CA,94108.0,14155761966.0
The Dosa Brothers,4.0,296,598 Market St,San Francisco,CA,94104.0,14153436242.0
The Bagel Bakery,4.0,233,151 Townsend St,San Francisco,CA,94107.0,14155430900.0
Kolkhida,4.5,59,E Charleston Rd,Mountain View,CA,94043.0,16509060991.0
Beach Monkey Organic Cafe,3.5,267,986 Linda Mar Blvd,Pacifica,CA,94044.0,16507385920.0
Cafe Pacifica,4.0,225,1821 Palmetto Ave,Pacifica,CA,94044.0,16504381808.0
The Boy's Deli,4.5,286,2222 Polk St,San Francisco,CA,94109.0,14157763099.0
Lovey's Tea Shoppe,4.5,218,4430 Coast Hwy,Pacifica,CA,94044.0,16503591245.0
Another Cafe,4.0,419,1191 Pine St,San Francisco,CA,94109.0,14158575770.0
Golden Coffee Shop,4.0,462,901 Sutter St,San Francisco,CA,94109.0,14159220537.0
Eightea,3.5,57,91 6th St,San Francisco,CA,94103.0,14156587471.0
Summer Kitchen & Bake Shop,4.0,435,2944 College Ave,Berkeley,CA,94705.0,15109810538.0
Scolari's Food Truck,4.5,20,2301 Monarch St,Alameda,CA,94501.0,15105213287.0
Mai Mai Sandwich & Bakery,4.5,10,750 Clement St,San Francisco,CA,94118.0,14157026026.0
Parkside Market,4.5,82,1600 Hayes St,San Francisco,CA,94117.0,14158853483.0
Pump Espresso Bar,5.0,14,6700 Sir Francis Drake Blvd,Forest Knolls,CA,94933.0,14155782813.0
Sunshine Wheat Field Dim Sum,4.0,11,2668 San Bruno Ave,San Francisco,CA,94134.0,
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Camila's Tacos,5.0,12,1601 S El Camino Real,San Mateo,CA,94402.0,16502017976.0
Noodles Fresh,4.0,403,10042 San Pablo Ave,El Cerrito,CA,94530.0,15108981710.0
Riva Cucina,4.0,466,800 Heinz Ave,Berkeley,CA,94710.0,15108417482.0
Beanstalk Cafe,4.0,813,724 Bush St,San Francisco,CA,94108.0,14155761966.0
The Dosa Brothers,4.0,296,598 Market St,San Francisco,CA,94104.0,14153436242.0
The Bagel Bakery,4.0,233,151 Townsend St,San Francisco,CA,94107.0,14155430900.0
Kolkhida,4.5,59,E Charleston Rd,Mountain View,CA,94043.0,16509060991.0
Beach Monkey Organic Cafe,3.5,267,986 Linda Mar Blvd,Pacifica,CA,94044.0,16507385920.0
Cafe Pacifica,4.0,225,1821 Palmetto Ave,Pacifica,CA,94044.0,16504381808.0
The Boy's Deli,4.5,286,2222 Polk St,San Francisco,CA,94109.0,14157763099.0
Lovey's Tea Shoppe,4.5,218,4430 Coast Hwy,Pacifica,CA,94044.0,16503591245.0
Another Cafe,4.0,419,1191 Pine St,San Francisco,CA,94109.0,14158575770.0
Golden Coffee Shop,4.0,462,901 Sutter St,San Francisco,CA,94109.0,14159220537.0
Eightea,3.5,57,91 6th St,San Francisco,CA,94103.0,14156587471.0
Summer Kitchen & Bake Shop,4.0,435,2944 College Ave,Berkeley,CA,94705.0,15109810538.0
Tads Steak Restaurant,3.0,745,120 Powell St,San Francisco,CA,94102.0,14159821718.0
Tacubaya,3.5,940,1782 4th St,Berkeley,CA,94710.0,15105255160.0
Bazaar Cafe,4.0,303,5927 California St,San Francisco,CA,94121.0,14158315620.0
Bartavelle Coffee & Wine Bar,4.0,314,1603 San Pablo Ave,Berkeley,CA,94702.0,15105242473.0
Flor De Cafe,4.5,70,1020 Valencia St,San Francisco,CA,94110.0,14153333335.0
La Matcha Cafe,4.5,32,1828 El Camino Real,Burlingame,CA,94010.0,16502318060.0
All Star Cafe,4.0,162,98 9th St,San Francisco,CA,94103.0,14158634949.0
The Station SF,4.0,298,596 Pacific Ave,San Francisco,CA,94133.0,14152910690.0
Kokio Republic,4.0,174,428 11th St,San Francisco,CA,94103.0,14157872525.0
Parlor 1255,4.0,122,1255 Battery St,San Francisco,CA,94111.0,14152490802.0
Roxie Food Center,4.5,955,1901 San Jose Ave,San Francisco,CA,94112.0,14155872345.0
Laney Bistro,4.5,26,900 Fallon St,Oakland,CA,94607.0,15104643405.0
Fluffy's Kitchen,4.5,51,675 El Camino Real,San Bruno,CA,94066.0,14152716734.0
Taylor Street Coffee Shop,4.0,1136,375 Taylor St,San Francisco,CA,94102.0,14155674031.0
AK Subs,4.0,403,397 8th St,San Francisco,CA,94103.0,14152419600.0
Elevation 66 Brewing Co,4.0,580,10082 San Pablo Ave,El Cerrito,CA,94530.0,15105254800.0
Sandrino,4.5,316,45 Caledonia St,Sausalito,CA,94965.0,14157299166.0
Duende Bodega,3.5,24,466 19th St,Oakland,CA,94612.0,15108930174.0
Kowloon Tong Dessert Cafe,3.5,936,393 7th Ave,San Francisco,CA,94118.0,14158761289.0
Beautifull,3.0,427,3401 California St,San Francisco,CA,94118.0,14157289080.0
Seoul Kalbi Korean BBQ,3.5,554,1610 El Camino Real,San Bruno,CA,94066.0,16505830702.0
Bread Srsly,4.5,60,,San Francisco,CA,94103.0,18663383948.0
Cool Cravings,4.0,33,601 Van Ness Ave,San Francisco,CA,94102.0,14158725951.0
Vive La Tarte,4.0,69,166 The Embarcadero,San Francisco,CA,94105.0,
Baiano Pizzeria,3.5,304,1330 9th Ave,San Francisco,CA,94122.0,14156653777.0
Me So Hungry Too,4.0,50,107 S Linden Ave,South San Francisco,CA,94080.0,14155802869.0
Marin Brewing Company,3.0,750,1809 Larkspur Landing Cir,Larkspur,CA,94939.0,14154614677.0
Caffé Mezzaluna,3.5,241,240 Capistrano Rd,Half Moon Bay,CA,94019.0,16505600137.0
El Patron Lonchera,5.0,1,555 Maritime St,Oakland,CA,94607.0,15105082242.0
Camila's Tacos,5.0,12,1601 S El Camino Real,San Mateo,CA,94402.0,16502017976.0
Noodles Fresh,4.0,403,10042 San Pablo Ave,El Cerrito,CA,94530.0,15108981710.0
Riva Cucina,4.0,466,800 Heinz Ave,Berkeley,CA,94710.0,15108417482.0
Beanstalk Cafe,4.0,813,724 Bush St,San Francisco,CA,94108.0,14155761966.0
The Dosa Brothers,4.0,296,598 Market St,San Francisco,CA,94104.0,14153436242.0
The Bagel Bakery,4.0,233,151 Townsend St,San Francisco,CA,94107.0,14155430900.0
Kolkhida,4.5,59,E Charleston Rd,Mountain View,CA,94043.0,16509060991.0
Beach Monkey Organic Cafe,3.5,267,986 Linda Mar Blvd,Pacifica,CA,94044.0,16507385920.0
Cafe Pacifica,4.0,225,1821 Palmetto Ave,Pacifica,CA,94044.0,16504381808.0
The Boy's Deli,4.5,286,2222 Polk St,San Francisco,CA,94109.0,14157763099.0
Lovey's Tea Shoppe,4.5,218,4430 Coast Hwy,Pacifica,CA,94044.0,16503591245.0
Another Cafe,4.0,419,1191 Pine St,San Francisco,CA,94109.0,14158575770.0
